tw_id,text,location,long,lat
972196774478688256,Antigen study supports new approach to vaccine for respiratory syncytial virus (crystallography done in part at ALS? https://t.co/ipMyOlpeLv,"Berkeley, CA",,
972196687379881984,RT @PLOSPathogens: New Research: Inclusion bodies of human parainfluenza virus type 3 inhibit antiviral stress granule formation by shieldi?,"University of Kent, Canterbury",,
972196274475708416,Computer Virus: The Types of Viruses Out There https://t.co/ZPGs6U2vXZ,"Napa, CA",,
972195089148760064,"RT @LarryLLapin: #IARTG #SFRTG #ITRTG Desperate to prevent wife?s breast cancer, Adam tinkers with an auto-immune disease, becoming Guinea?","Muskegon, MI",,
972194202548240384,A Pond-Dwelling Virus Just Cured a Man?s Antibiotic-Resistant Infection https://t.co/sqcNqE3T43 https://t.co/qr6LriIfIJ,"Silicon Valley, CA",,
972186497011957760,"#IARTG #SFRTG #ITRTG Desperate to prevent wife?s breast cancer, Adam tinkers with an auto-immune disease, becoming? https://t.co/jKri3wuwkw","Lincoln, CA",,
972185413556293634,"RT @DrRachaelF: Gosh, where to start? Okay, how about: cancer isn?t a virus. Cancer can be caused by viruses, but it usually isn?t. Viruses?","Maryland, USA",,
972183186145972224,"RT @GileadSciences: ?We need to consider the whole person, not just the virus and the treatment.? ? Insight from Dr. Sharon Walmsley on Int?",Madison WI,,
972177435008548864,What is a computer virus? Anatomy of Computer Viruses https://t.co/CwBamETGau,"San Francisco, CA",,
972176445480099840,"RT @MVCAC1: Mosquito season is back, know how to protect yourself against the Zika virus https://t.co/N5aii7UYKr #Zika #FIGHTtheBITE #Mosqu?",Miami-Dade County,,
972174316308779008,@Mitzey234 Try disabling any firewalls and virus scanners to see if it helps..,"San Francisco, CA",,
972170554643025921,"""#Migraine is not a disease. It's not contagious. It's not a virus; not an infection; not a growth in an organ. It? https://t.co/4IMTkTdt0U",Larkspur CA,,
972169725860966402,"RT @GileadSciences: ?We need to consider the whole person, not just the virus and the treatment.? ? Insight from Dr. Sharon Walmsley on Int?","Long Beach, CA",,
972168564114370560,@zStormGamerPCMR Try disabling any firewalls and virus scanners that are on and try logging back in.,"San Francisco, CA",,
972168326091718657,"I can't help but feel used, abused, and kicked the curb.

A rogue flu virus commandeered my body's cells to create? https://t.co/hRlOZXbmLo","Soquel, California, USA",,
972164562408615936,RT @PLOSNTDs: New research: #Zika virus epidemiology in Bolivia https://t.co/P56XYjIv4G https://t.co/NB0Q5xIikG,"Oxford, England",,
972159006889447425,"RT @MicrobiomDigest: Bacteria-hunting virus fished from Connecticut lake treats infected doctor
#phages
https://t.co/j1WqmjqHJt",,,
972158116212088832,"RT @DrRachaelF: Gosh, where to start? Okay, how about: cancer isn?t a virus. Cancer can be caused by viruses, but it usually isn?t. Viruses?","Perth, Australia",,
972155332561719297,Blog Magazine https://t.co/mRLw4kzIxB : Ebola: Virus whose very name strikes fear in every nation on earth #Ebola? https://t.co/acVQ4o5OnN,"San Jose, CA",,
972152906010054657,RT @IndiaExplained: Let us even grant that the Congress is responsible for sickly economic growth for a few decades. Why not hold the Hindu?,,,
972149920722333696,@MicrosoftStore I have to re download it every day with the anti virus turned off. It works but it?s tedious.,"El Cerrito, CA",,
972149754732863488,"""Bacteria-hunting virus fished from Connecticut lake treats infected doctor"" https://t.co/yjO4u4CpVg #environment #feedly","Stockton, California, USA",,
